project,region,sector_code,investment_usd,db_used,tier,supplying_sector,spend_M$,GHG_tCO2e,Employment_FTE,Water_1000m3,ValueAdded_M$,cumul_GHG_tCO2e,cumul_Employment_FTE,cumul_Water_1000m3,cumul_ValueAdded_M$
rail_P2,Europe,Rail_Op,141700.0,benchmark,2,Manufacturing,0.00643,1.95,0.04,0.0079,0.0027,37.05,1.55,0.312,0.131
rail_P2,Europe,Rail_Op,141700.0,benchmark,2,Mining_Extraction,0.00533,1.23,0.03,0.0077,0.00299,37.05,1.55,0.312,0.131
rail_P2,Europe,Rail_Op,141700.0,benchmark,2,Transport_Logistics,0.00296,0.41,0.02,0.0014,0.00178,37.05,1.55,0.312,0.131
rail_P2,Europe,Rail_Op,141700.0,benchmark,2,Water_Waste,0.00166,0.13,0.02,0.0113,0.00115,37.05,1.55,0.312,0.131
rail_P2,Europe,Rail_Op,141700.0,benchmark,3,Agriculture,0.00057,0.07,0.01,0.002,0.00044,39.25,1.64,0.33,0.138
rail_P2,Europe,Rail_Op,141700.0,benchmark,3,Construction,0.00098,0.17,0.01,0.0006,0.00047,39.25,1.64,0.33,0.138
rail_P2,Europe,Rail_Op,141700.0,benchmark,3,Energy_Utilities,0.00165,0.16,0.01,0.0017,0.00106,39.25,1.64,0.33,0.138
rail_P2,Europe,Rail_Op,141700.0,benchmark,3,Health_Social,0.00107,0.11,0.01,0.0008,0.00075,39.25,1.64,0.33,0.138
rail_P2,Europe,Rail_Op,141700.0,benchmark,3,Manufacturing,0.00289,0.88,0.02,0.0036,0.00121,39.25,1.64,0.33,0.138
rail_P2,Europe,Rail_Op,141700.0,benchmark,3,Mining_Extraction,0.00243,0.56,0.01,0.0035,0.00136,39.25,1.64,0.33,0.138
rail_P2,Europe,Rail_Op,141700.0,benchmark,3,Transport_Logistics,0.00133,0.19,0.01,0.0006,0.0008,39.25,1.64,0.33,0.138
rail_P2,Europe,Rail_Op,141700.0,benchmark,3,Water_Waste,0.00073,0.06,0.01,0.005,0.0005,39.25,1.64,0.33,0.138
rail_P2,Europe,Rail_Op,141700.0,benchmark,4,Agriculture,0.00026,0.03,0.0,0.0009,0.0002,40.24,1.67,0.338,0.141
rail_P2,Europe,Rail_Op,141700.0,benchmark,4,Construction,0.00044,0.08,0.0,0.0003,0.00021,40.24,1.67,0.338,0.141
rail_P2,Europe,Rail_Op,141700.0,benchmark,4,Energy_Utilities,0.00074,0.07,0.0,0.0008,0.00048,40.24,1.67,0.338,0.141
rail_P2,Europe,Rail_Op,141700.0,benchmark,4,Health_Social,0.00048,0.05,0.01,0.0003,0.00034,40.24,1.67,0.338,0.141
rail_P2,Europe,Rail_Op,141700.0,benchmark,4,Manufacturing,0.0013,0.4,0.01,0.0016,0.00055,40.24,1.67,0.338,0.141
rail_P2,Europe,Rail_Op,141700.0,benchmark,4,Mining_Extraction,0.00109,0.25,0.01,0.0016,0.00061,40.24,1.67,0.338,0.141
rail_P2,Europe,Rail_Op,141700.0,benchmark,4,Transport_Logistics,0.0006,0.08,0.0,0.0003,0.00036,40.24,1.67,0.338,0.141
rail_P2,Europe,Rail_Op,141700.0,benchmark,4,Water_Waste,0.00033,0.03,0.0,0.0022,0.00023,40.24,1.67,0.338,0.141
rail_P2,Europe,Rail_Op,141700.0,benchmark,5,Agriculture,0.00012,0.01,0.0,0.0004,9e-05,40.67,1.67,0.341,0.142
rail_P2,Europe,Rail_Op,141700.0,benchmark,5,Construction,0.0002,0.03,0.0,0.0001,0.0001,40.67,1.67,0.341,0.142
rail_P2,Europe,Rail_Op,141700.0,benchmark,5,Energy_Utilities,0.00033,0.03,0.0,0.0004,0.00021,40.67,1.67,0.341,0.142
rail_P2,Europe,Rail_Op,141700.0,benchmark,5,Health_Social,0.00022,0.02,0.0,0.0002,0.00015,40.67,1.67,0.341,0.142
rail_P2,Europe,Rail_Op,141700.0,benchmark,5,Manufacturing,0.00059,0.18,0.0,0.0007,0.00025,40.67,1.67,0.341,0.142
rail_P2,Europe,Rail_Op,141700.0,benchmark,5,Mining_Extraction,0.00049,0.11,0.0,0.0007,0.00028,40.67,1.67,0.341,0.142
rail_P2,Europe,Rail_Op,141700.0,benchmark,5,Transport_Logistics,0.00027,0.04,0.0,0.0001,0.00016,40.67,1.67,0.341,0.142
rail_P2,Europe,Rail_Op,141700.0,benchmark,5,Water_Waste,0.00015,0.01,0.0,0.001,0.0001,40.67,1.67,0.341,0.142
rail_P2,Europe,Rail_Op,141700.0,benchmark,6,Agriculture,5e-05,0.01,0.0,0.0002,4e-05,40.88,1.67,0.343,0.143
rail_P2,Europe,Rail_Op,141700.0,benchmark,6,Construction,9e-05,0.02,0.0,0.0001,4e-05,40.88,1.67,0.343,0.143
rail_P2,Europe,Rail_Op,141700.0,benchmark,6,Energy_Utilities,0.00015,0.01,0.0,0.0002,0.0001,40.88,1.67,0.343,0.143
rail_P2,Europe,Rail_Op,141700.0,benchmark,6,Health_Social,0.0001,0.01,0.0,0.0001,7e-05,40.88,1.67,0.343,0.143
rail_P2,Europe,Rail_Op,141700.0,benchmark,6,Manufacturing,0.00026,0.08,0.0,0.0003,0.00011,40.88,1.67,0.343,0.143
rail_P2,Europe,Rail_Op,141700.0,benchmark,6,Mining_Extraction,0.00022,0.05,0.0,0.0003,0.00012,40.88,1.67,0.343,0.143
rail_P2,Europe,Rail_Op,141700.0,benchmark,6,Transport_Logistics,0.00012,0.02,0.0,0.0001,7e-05,40.88,1.67,0.343,0.143
rail_P2,Europe,Rail_Op,141700.0,benchmark,6,Water_Waste,7e-05,0.01,0.0,0.0005,5e-05,40.88,1.67,0.343,0.143
rail_P2,Europe,Rail_Op,141700.0,benchmark,7,Agriculture,2e-05,0.0,0.0,0.0001,2e-05,40.97,1.67,0.344,0.143
rail_P2,Europe,Rail_Op,141700.0,benchmark,7,Construction,4e-05,0.01,0.0,0.0,2e-05,40.97,1.67,0.344,0.143
rail_P2,Europe,Rail_Op,141700.0,benchmark,7,Energy_Utilities,7e-05,0.01,0.0,0.0001,4e-05,40.97,1.67,0.344,0.143
rail_P2,Europe,Rail_Op,141700.0,benchmark,7,Health_Social,4e-05,0.0,0.0,0.0,3e-05,40.97,1.67,0.344,0.143
rail_P2,Europe,Rail_Op,141700.0,benchmark,7,Manufacturing,0.00012,0.04,0.0,0.0001,5e-05,40.97,1.67,0.344,0.143
rail_P2,Europe,Rail_Op,141700.0,benchmark,7,Mining_Extraction,0.0001,0.02,0.0,0.0001,6e-05,40.97,1.67,0.344,0.143
rail_P2,Europe,Rail_Op,141700.0,benchmark,7,Transport_Logistics,5e-05,0.01,0.0,0.0,3e-05,40.97,1.67,0.344,0.143
rail_P2,Europe,Rail_Op,141700.0,benchmark,7,Water_Waste,3e-05,0.0,0.0,0.0002,2e-05,40.97,1.67,0.344,0.143
rail_P2,Europe,Rail_Op,141700.0,benchmark,8,Agriculture,1e-05,0.0,0.0,0.0,1e-05,41.0,1.67,0.344,0.143
rail_P2,Europe,Rail_Op,141700.0,benchmark,8,Construction,2e-05,0.0,0.0,0.0,1e-05,41.0,1.67,0.344,0.143
rail_P2,Europe,Rail_Op,141700.0,benchmark,8,Energy_Utilities,3e-05,0.0,0.0,0.0,2e-05,41.0,1.67,0.344,0.143
rail_P2,Europe,Rail_Op,141700.0,benchmark,8,Health_Social,2e-05,0.0,0.0,0.0,1e-05,41.0,1.67,0.344,0.143
rail_P2,Europe,Rail_Op,141700.0,benchmark,8,Manufacturing,5e-05,0.02,0.0,0.0001,2e-05,41.0,1.67,0.344,0.143
rail_P2,Europe,Rail_Op,141700.0,benchmark,8,Mining_Extraction,4e-05,0.01,0.0,0.0001,3e-05,41.0,1.67,0.344,0.143
rail_P2,Europe,Rail_Op,141700.0,benchmark,8,Transport_Logistics,2e-05,0.0,0.0,0.0,1e-05,41.0,1.67,0.344,0.143
rail_P2,Europe,Rail_Op,141700.0,benchmark,8,Water_Waste,1e-05,0.0,0.0,0.0001,1e-05,41.0,1.67,0.344,0.143
rail_P3,Europe,Rail_Op,98100.0,benchmark,0,Agriculture,0.00098,0.13,0.02,0.0034,0.00075,14.84,0.64,0.126,0.058
rail_P3,Europe,Rail_Op,98100.0,benchmark,0,Construction,0.00981,1.68,0.09,0.0059,0.00471,14.84,0.64,0.126,0.058
rail_P3,Europe,Rail_Op,98100.0,benchmark,0,Energy_Utilities,0.03433,3.39,0.12,0.0363,0.02197,14.84,0.64,0.126,0.058
rail_P3,Europe,Rail_Op,98100.0,benchmark,0,Health_Social,0.00785,0.84,0.1,0.0057,0.00549,14.84,0.64,0.126,0.058
rail_P3,Europe,Rail_Op,98100.0,benchmark,0,Manufacturing,0.01472,4.47,0.08,0.0181,0.00618,14.84,0.64,0.126,0.058
rail_P3,Europe,Rail_Op,98100.0,benchmark,0,Mining_Extraction,0.00491,1.13,0.02,0.0071,0.00275,14.84,0.64,0.126,0.058
rail_P3,Europe,Rail_Op,98100.0,benchmark,0,Transport_Logistics,0.01962,2.75,0.15,0.0092,0.01177,14.84,0.64,0.126,0.058
rail_P3,Europe,Rail_Op,98100.0,benchmark,0,Water_Waste,0.00589,0.45,0.06,0.04,0.00406,14.84,0.64,0.126,0.058
rail_P3,Europe,Rail_Op,98100.0,benchmark,1,Agriculture,0.00163,0.21,0.03,0.0057,0.00124,22.28,0.93,0.188,0.081
rail_P3,Europe,Rail_Op,98100.0,benchmark,1,Construction,0.00311,0.53,0.03,0.0019,0.00149,22.28,0.93,0.188,0.081
rail_P3,Europe,Rail_Op,98100.0,benchmark,1,Energy_Utilities,0.00623,0.62,0.02,0.0066,0.00399,22.28,0.93,0.188,0.081
rail_P3,Europe,Rail_Op,98100.0,benchmark,1,Health_Social,0.0041,0.44,0.05,0.0029,0.00287,22.28,0.93,0.188,0.081
rail_P3,Europe,Rail_Op,98100.0,benchmark,1,Manufacturing,0.00925,2.81,0.05,0.0114,0.00389,22.28,0.93,0.188,0.081
rail_P3,Europe,Rail_Op,98100.0,benchmark,1,Mining_Extraction,0.00835,1.92,0.04,0.012,0.00468,22.28,0.93,0.188,0.081
rail_P3,Europe,Rail_Op,98100.0,benchmark,1,Transport_Logistics,0.00484,0.68,0.04,0.0023,0.0029,22.28,0.93,0.188,0.081
rail_P3,Europe,Rail_Op,98100.0,benchmark,1,Water_Waste,0.00294,0.23,0.03,0.02,0.00203,22.28,0.93,0.188,0.081
rail_P3,Europe,Rail_Op,98100.0,benchmark,2,Agriculture,0.00086,0.11,0.01,0.003,0.00065,25.66,1.06,0.216,0.091
rail_P3,Europe,Rail_Op,98100.0,benchmark,2,Construction,0.00148,0.25,0.01,0.0009,0.00071,25.66,1.06,0.216,0.091
rail_P3,Europe,Rail_Op,98100.0,benchmark,2,Energy_Utilities,0.00259,0.26,0.01,0.0027,0.00166,25.66,1.06,0.216,0.091
rail_P3,Europe,Rail_Op,98100.0,benchmark,2,Health_Social,0.00168,0.18,0.02,0.0012,0.00117,25.66,1.06,0.216,0.091
rail_P3,Europe,Rail_Op,98100.0,benchmark,2,Manufacturing,0.00445,1.35,0.03,0.0055,0.00187,25.66,1.06,0.216,0.091
rail_P3,Europe,Rail_Op,98100.0,benchmark,2,Mining_Extraction,0.00369,0.85,0.02,0.0053,0.00207,25.66,1.06,0.216,0.091
rail_P3,Europe,Rail_Op,98100.0,benchmark,2,Transport_Logistics,0.00205,0.29,0.02,0.001,0.00123,25.66,1.06,0.216,0.091
rail_P3,Europe,Rail_Op,98100.0,benchmark,2,Water_Waste,0.00115,0.09,0.01,0.0078,0.00079,25.66,1.06,0.216,0.091
rail_P3,Europe,Rail_Op,98100.0,benchmark,3,Agriculture,0.0004,0.05,0.01,0.0014,0.0003,27.19,1.12,0.228,0.095
rail_P3,Europe,Rail_Op,98100.0,benchmark,3,Construction,0.00068,0.12,0.01,0.0004,0.00033,27.19,1.12,0.228,0.095
rail_P3,Europe,Rail_Op,98100.0,benchmark,3,Energy_Utilities,0.00114,0.11,0.0,0.0012,0.00073,27.19,1.12,0.228,0.095
rail_P3,Europe,Rail_Op,98100.0,benchmark,3,Health_Social,0.00074,0.08,0.01,0.0005,0.00052,27.19,1.12,0.228,0.095
rail_P3,Europe,Rail_Op,98100.0,benchmark,3,Manufacturing,0.002,0.61,0.01,0.0025,0.00084,27.19,1.12,0.228,0.095
rail_P3,Europe,Rail_Op,98100.0,benchmark,3,Mining_Extraction,0.00168,0.39,0.01,0.0024,0.00094,27.19,1.12,0.228,0.095
rail_P3,Europe,Rail_Op,98100.0,benchmark,3,Transport_Logistics,0.00092,0.13,0.01,0.0004,0.00055,27.19,1.12,0.228,0.095
rail_P3,Europe,Rail_Op,98100.0,benchmark,3,Water_Waste,0.00051,0.04,0.0,0.0034,0.00035,27.19,1.12,0.228,0.095
rail_P3,Europe,Rail_Op,98100.0,benchmark,4,Agriculture,0.00018,0.02,0.0,0.0006,0.00014,27.87,1.13,0.233,0.098
rail_P3,Europe,Rail_Op,98100.0,benchmark,4,Construction,0.00031,0.05,0.0,0.0002,0.00015,27.87,1.13,0.233,0.098
rail_P3,Europe,Rail_Op,98100.0,benchmark,4,Energy_Utilities,0.00051,0.05,0.0,0.0005,0.00033,27.87,1.13,0.233,0.098
rail_P3,Europe,Rail_Op,98100.0,benchmark,4,Health_Social,0.00033,0.04,0.0,0.0002,0.00023,27.87,1.13,0.233,0.098
rail_P3,Europe,Rail_Op,98100.0,benchmark,4,Manufacturing,0.0009,0.27,0.01,0.0011,0.00038,27.87,1.13,0.233,0.098
rail_P3,Europe,Rail_Op,98100.0,benchmark,4,Mining_Extraction,0.00076,0.17,0.0,0.0011,0.00042,27.87,1.13,0.233,0.098
rail_P3,Europe,Rail_Op,98100.0,benchmark,4,Transport_Logistics,0.00041,0.06,0.0,0.0002,0.00025,27.87,1.13,0.233,0.098
rail_P3,Europe,Rail_Op,98100.0,benchmark,4,Water_Waste,0.00023,0.02,0.0,0.0015,0.00016,27.87,1.13,0.233,0.098
rail_P3,Europe,Rail_Op,98100.0,benchmark,5,Agriculture,8e-05,0.01,0.0,0.0003,6e-05,28.18,1.13,0.236,0.098
rail_P3,Europe,Rail_Op,98100.0,benchmark,5,Construction,0.00014,0.02,0.0,0.0001,7e-05,28.18,1.13,0.236,0.098
rail_P3,Europe,Rail_Op,98100.0,benchmark,5,Energy_Utilities,0.00023,0.02,0.0,0.0002,0.00015,28.18,1.13,0.236,0.098
rail_P3,Europe,Rail_Op,98100.0,benchmark,5,Health_Social,0.00015,0.02,0.0,0.0001,0.0001,28.18,1.13,0.236,0.098
rail_P3,Europe,Rail_Op,98100.0,benchmark,5,Manufacturing,0.00041,0.12,0.0,0.0005,0.00017,28.18,1.13,0.236,0.098
rail_P3,Europe,Rail_Op,98100.0,benchmark,5,Mining_Extraction,0.00034,0.08,0.0,0.0005,0.00019,28.18,1.13,0.236,0.098
rail_P3,Europe,Rail_Op,98100.0,benchmark,5,Transport_Logistics,0.00019,0.03,0.0,0.0001,0.00011,28.18,1.13,0.236,0.098
rail_P3,Europe,Rail_Op,98100.0,benchmark,5,Water_Waste,0.0001,0.01,0.0,0.0007,7e-05,28.18,1.13,0.236,0.098
rail_P3,Europe,Rail_Op,98100.0,benchmark,6,Agriculture,4e-05,0.0,0.0,0.0001,3e-05,28.32,1.13,0.237,0.099
rail_P3,Europe,Rail_Op,98100.0,benchmark,6,Construction,6e-05,0.01,0.0,0.0,3e-05,28.32,1.13,0.237,0.099
rail_P3,Europe,Rail_Op,98100.0,benchmark,6,Energy_Utilities,0.0001,0.01,0.0,0.0001,7e-05,28.32,1.13,0.237,0.099
rail_P3,Europe,Rail_Op,98100.0,benchmark,6,Health_Social,7e-05,0.01,0.0,0.0,5e-05,28.32,1.13,0.237,0.099
rail_P3,Europe,Rail_Op,98100.0,benchmark,6,Manufacturing,0.00018,0.06,0.0,0.0002,8e-05,28.32,1.13,0.237,0.099
rail_P3,Europe,Rail_Op,98100.0,benchmark,6,Mining_Extraction,0.00015,0.04,0.0,0.0002,9e-05,28.32,1.13,0.237,0.099
rail_P3,Europe,Rail_Op,98100.0,benchmark,6,Transport_Logistics,8e-05,0.01,0.0,0.0,5e-05,28.32,1.13,0.237,0.099
rail_P3,Europe,Rail_Op,98100.0,benchmark,6,Water_Waste,5e-05,0.0,0.0,0.0003,3e-05,28.32,1.13,0.237,0.099
rail_P3,Europe,Rail_Op,98100.0,benchmark,7,Agriculture,2e-05,0.0,0.0,0.0001,1e-05,28.38,1.13,0.237,0.099
rail_P3,Europe,Rail_Op,98100.0,benchmark,7,Construction,3e-05,0.0,0.0,0.0,1e-05,28.38,1.13,0.237,0.099
rail_P3,Europe,Rail_Op,98100.0,benchmark,7,Energy_Utilities,5e-05,0.0,0.0,0.0,3e-05,28.38,1.13,0.237,0.099
rail_P3,Europe,Rail_Op,98100.0,benchmark,7,Health_Social,3e-05,0.0,0.0,0.0,2e-05,28.38,1.13,0.237,0.099
rail_P3,Europe,Rail_Op,98100.0,benchmark,7,Manufacturing,8e-05,0.03,0.0,0.0001,3e-05,28.38,1.13,0.237,0.099
rail_P3,Europe,Rail_Op,98100.0,benchmark,7,Mining_Extraction,7e-05,0.02,0.0,0.0001,4e-05,28.38,1.13,0.237,0.099
rail_P3,Europe,Rail_Op,98100.0,benchmark,7,Transport_Logistics,4e-05,0.01,0.0,0.0,2e-05,28.38,1.13,0.237,0.099
rail_P3,Europe,Rail_Op,98100.0,benchmark,7,Water_Waste,2e-05,0.0,0.0,0.0001,1e-05,28.38,1.13,0.237,0.099
rail_P3,Europe,Rail_Op,98100.0,benchmark,8,Agriculture,1e-05,0.0,0.0,0.0,1e-05,28.4,1.13,0.237,0.099
rail_P3,Europe,Rail_Op,98100.0,benchmark,8,Construction,1e-05,0.0,0.0,0.0,1e-05,28.4,1.13,0.237,0.099
rail_P3,Europe,Rail_Op,98100.0,benchmark,8,Energy_Utilities,2e-05,0.0,0.0,0.0,1e-05,28.4,1.13,0.237,0.099
rail_P3,Europe,Rail_Op,98100.0,benchmark,8,Health_Social,1e-05,0.0,0.0,0.0,1e-05,28.4,1.13,0.237,0.099
rail_P3,Europe,Rail_Op,98100.0,benchmark,8,Manufacturing,4e-05,0.01,0.0,0.0,2e-05,28.4,1.13,0.237,0.099
rail_P3,Europe,Rail_Op,98100.0,benchmark,8,Mining_Extraction,3e-05,0.01,0.0,0.0,2e-05,28.4,1.13,0.237,0.099
rail_P3,Europe,Rail_Op,98100.0,benchmark,8,Transport_Logistics,2e-05,0.0,0.0,0.0,1e-05,28.4,1.13,0.237,0.099
rail_P3,Europe,Rail_Op,98100.0,benchmark,8,Water_Waste,1e-05,0.0,0.0,0.0001,1e-05,28.4,1.13,0.237,0.099
