project,region,sector_code,investment_usd,database,db_data_source,tier,supplying_sector,spend_M$,GHG_tCO2e,Employment_FTE,Water_1000m3,ValueAdded_M$,cumul_GHG_tCO2e,cumul_Employment_FTE,cumul_Water_1000m3,cumul_ValueAdded_M$
hospitals_P2,Africa,Health_Specialized,25000000.0,exiobase,calibrated_benchmark,3,Transport_Logistics,0.293,65.65,3.95,0.2396,0.1758,15802.98,676.85,113.716,24.993
hospitals_P2,Africa,Health_Specialized,25000000.0,exiobase,calibrated_benchmark,3,Water_Waste,0.16071,24.85,2.74,1.8732,0.11089,15802.98,676.85,113.716,24.993
hospitals_P2,Africa,Health_Specialized,25000000.0,exiobase,calibrated_benchmark,4,Agriculture,0.05819,9.58,1.89,0.4656,0.04422,16235.32,693.72,117.183,25.695
hospitals_P2,Africa,Health_Specialized,25000000.0,exiobase,calibrated_benchmark,4,Construction,0.10151,30.33,2.02,0.1221,0.04873,16235.32,693.72,117.183,25.695
hospitals_P2,Africa,Health_Specialized,25000000.0,exiobase,calibrated_benchmark,4,Energy_Utilities,0.18841,59.86,1.21,0.3544,0.12058,16235.32,693.72,117.183,25.695
hospitals_P2,Africa,Health_Specialized,25000000.0,exiobase,calibrated_benchmark,4,Health_Social,0.10874,20.32,2.82,0.1471,0.07612,16235.32,693.72,117.183,25.695
hospitals_P2,Africa,Health_Specialized,25000000.0,exiobase,calibrated_benchmark,4,Manufacturing,0.31087,156.5,3.33,0.6946,0.13057,16235.32,693.72,117.183,25.695
hospitals_P2,Africa,Health_Specialized,25000000.0,exiobase,calibrated_benchmark,4,Mining_Extraction,0.26492,113.48,2.48,0.6958,0.14835,16235.32,693.72,117.183,25.695
hospitals_P2,Africa,Health_Specialized,25000000.0,exiobase,calibrated_benchmark,4,Transport_Logistics,0.13683,30.66,1.84,0.1119,0.0821,16235.32,693.72,117.183,25.695
hospitals_P2,Africa,Health_Specialized,25000000.0,exiobase,calibrated_benchmark,4,Water_Waste,0.07506,11.61,1.28,0.8748,0.05179,16235.32,693.72,117.183,25.695
hospitals_P2,Africa,Health_Specialized,25000000.0,exiobase,calibrated_benchmark,5,Agriculture,0.02715,4.47,0.88,0.2173,0.02064,16437.1,701.6,118.801,26.023
